From	To
Q4U2R6	9606.ENSP00000229238
A6NDU8	9606.ENSP00000371061
Q03518	9606.ENSP00000346206
P00374	9606.ENSP00000396308
Q8IWX8	9606.ENSP00000439856
Q8N5H7	9606.ENSP00000317817
O95817	9606.ENSP00000358081
Q16610	9606.ENSP00000358045
Q9H5Q4	9606.ENSP00000355471
Q13042	9606.ENSP00000353549
Q8IV38	9606.ENSP00000303570
Q5VYS8	9606.ENSP00000365130
Q96DT7	9606.ENSP00000387462
Q9Y3A4	9606.ENSP00000321449
Q5TFE4	9606.ENSP00000326858
P80217	9606.ENSP00000395590
P54198	9606.ENSP00000263208
Q6ZUS5	9606.ENSP00000412150
Q8N5I9	9606.ENSP00000447057
P46781	9606.ENSP00000302896
P24844	9606.ENSP00000279022
Q96C90	9606.ENSP00000310117
Q5T5U3	9606.ENSP00000379709
P60602	9606.ENSP00000363191
Q8N543	9606.ENSP00000457258
P62837	9606.ENSP00000381717
Q6UVJ0	9606.ENSP00000287482
O43924	9606.ENSP00000287600
P43405	9606.ENSP00000364907
Q71F23	9606.ENSP00000281453
P49184	9606.ENSP00000358824
P48960	9606.ENSP00000242786
O14613	9606.ENSP00000279249
Q12979	9606.ENSP00000303909
P25815	9606.ENSP00000296370
O43246	9606.ENSP00000372390
Q01973	9606.ENSP00000360120
Q14457	9606.ENSP00000355231
Q9BRR9	9606.ENSP00000377380
P29034	9606.ENSP00000357697
Q9UBF8	9606.ENSP00000357869
Q8N9N7	9606.ENSP00000326817
P48426	9606.ENSP00000365757
P31415	9606.ENSP00000357057
Q9NPI1	9606.ENSP00000378181
P36639	9606.ENSP00000380241
Q5VVQ6	9606.ENSP00000326813
Q8IZ07	9606.ENSP00000261739
O75330	9606.ENSP00000377492
Q86U42	9606.ENSP00000216727
P05937	9606.ENSP00000265431
O75438	9606.ENSP00000330787
Q8N5P1	9606.ENSP00000386488
Q86XH1	9606.ENSP00000407213
P36404	9606.ENSP00000246747
Q9P2X0	9606.ENSP00000357384
Q9H2D6	9606.ENSP00000384312
Q9ULP9	9606.ENSP00000293970
Q86VP1	9606.ENSP00000379612
Q92574	9606.ENSP00000298552
Q9HAT2	9606.ENSP00000263593
O15488	9606.ENSP00000370555
Q6NW29	9606.ENSP00000388920
A1L390	9606.ENSP00000247226
Q9NRW1	9606.ENSP00000285208
Q9BU02	9606.ENSP00000288014
Q969T7	9606.ENSP00000389948
Q13049	9606.ENSP00000408292
P29373	9606.ENSP00000482841
P80188	9606.ENSP00000362108
Q5U651	9606.ENSP00000222145
Q9UBS8	9606.ENSP00000378028
Q9UNW9	9606.ENSP00000263257
O95239	9606.ENSP00000363524
Q9NQ25	9606.ENSP00000357022
Q9Y248	9606.ENSP00000253462
O43169	9606.ENSP00000308430
Q5BJF2	9606.ENSP00000226230
Q9ULA0	9606.ENSP00000273075
A5D8V6	9606.ENSP00000301765
Q969E8	9606.ENSP00000364293
O15305	9606.ENSP00000268261
P30085	9606.ENSP00000360939
Q9Y3P9	9606.ENSP00000362751
Q14576	9606.ENSP00000352162
P62899	9606.ENSP00000386717
O95379	9606.ENSP00000427424
P40123	9606.ENSP00000229922
P42575	9606.ENSP00000312664
P14209	9606.ENSP00000370588
P81605	9606.ENSP00000406773
Q92600	9606.ENSP00000273064
Q13158	9606.ENSP00000301838
Q14739	9606.ENSP00000339883
Q96BS2	9606.ENSP00000334785
P49590	9606.ENSP00000230771
Q9NZG7	9606.ENSP00000307552
Q14353	9606.ENSP00000403536
P60891	9606.ENSP00000361512
Q92823	9606.ENSP00000368314
Q9P0J0	9606.ENSP00000423673
Q9BYD2	9606.ENSP00000357823
Q9H7L9	9606.ENSP00000443988
Q9P289	9606.ENSP00000377867
Q9BVV7	9606.ENSP00000169551
Q9BUR4	9606.ENSP00000324203
Q9NVP2	9606.ENSP00000263382
Q9Y4C2	9606.ENSP00000419235
Q9BW72	9606.ENSP00000274787
O76080	9606.ENSP00000237937
Q10589	9606.ENSP00000252593
Q9GZS3	9606.ENSP00000267973
Q13426	9606.ENSP00000421491
P15151	9606.ENSP00000402060
P83111	9606.ENSP00000261893
O75911	9606.ENSP00000480439
Q15286	9606.ENSP00000229340
Q6ZU35	9606.ENSP00000423366
Q6GMV2	9606.ENSP00000374152
Q9UL33	9606.ENSP00000301021
O00217	9606.ENSP00000315774
P10915	9606.ENSP00000274341
Q86SF2	9606.ENSP00000265000
P17174	9606.ENSP00000359539
Q9Y262	9606.ENSP00000485663
P18065	9606.ENSP00000233809
O43505	9606.ENSP00000309096
Q8IWB9	9606.ENSP00000258991
Q01959	9606.ENSP00000270349
Q86Y37	9606.ENSP00000358147
O15427	9606.ENSP00000463978
P17096	9606.ENSP00000399888
P40337	9606.ENSP00000256474
P62314	9606.ENSP00000300413
P00167	9606.ENSP00000341625
P20594	9606.ENSP00000341083
Q6GQQ9	9606.ENSP00000462729
Q7Z6M3	9606.ENSP00000482801
Q8IYI6	9606.ENSP00000355605
Q00973	9606.ENSP00000341562
P24539	9606.ENSP00000358737
P49643	9606.ENSP00000484105
Q6P087	9606.ENSP00000373331
P10244	9606.ENSP00000217026
O60870	9606.ENSP00000368881
Q9UBG3	9606.ENSP00000271835
P28161	9606.ENSP00000241337
P18621	9606.ENSP00000397798
Q5T0F9	9606.ENSP00000360642
Q3B726	9606.ENSP00000222567
Q8WUD4	9606.ENSP00000292314
Q9UBN7	9606.ENSP00000334061
Q9H6E4	9606.ENSP00000255784
Q8NDI1	9606.ENSP00000263991
Q96K19	9606.ENSP00000445725
Q86XK7	9606.ENSP00000402219
Q8TF01	9606.ENSP00000358242
Q96RU2	9606.ENSP00000003302
A6NJ78	9606.ENSP00000384369
Q9Y217	9606.ENSP00000371221
Q9BQG2	9606.ENSP00000230792
Q05086	9606.ENSP00000232165
P48047	9606.ENSP00000290299
P61289	9606.ENSP00000293362
P07919	9606.ENSP00000309565
Q9Y2H1	9606.ENSP00000373684
Q15208	9606.ENSP00000229812
Q06124	9606.ENSP00000340944
Q00013	9606.ENSP00000358547
Q9NZ08	9606.ENSP00000296754
Q8WWB7	9606.ENSP00000354553
O14936	9606.ENSP00000367408
Q9Y399	9606.ENSP00000360850
O15083	9606.ENSP00000288221
Q00613	9606.ENSP00000431512
Q8TBF5	9606.ENSP00000296333
P49903	9606.ENSP00000367893
Q8N9B5	9606.ENSP00000379441
Q9NWT1	9606.ENSP00000368887
Q8WTV0	9606.ENSP00000261693
Q9UK45	9606.ENSP00000252622
Q9UPN6	9606.ENSP00000413098
Q13510	9606.ENSP00000371152
Q9BZE1	9606.ENSP00000354086
Q9NPF0	9606.ENSP00000301458
Q9UMR5	9606.ENSP00000354608
Q01523	9606.ENSP00000329890
P06213	9606.ENSP00000303830
Q9H081	9606.ENSP00000484532
Q68DH5	9606.ENSP00000296603
Q6UWN8	9606.ENSP00000324870
Q9UJC5	9606.ENSP00000358853
Q9UJX5	9606.ENSP00000426654
Q9NVS2	9606.ENSP00000361206
P04156	9606.ENSP00000368752
Q9NV29	9606.ENSP00000465638
Q13094	9606.ENSP00000046794
Q8IU85	9606.ENSP00000478874
Q9Y618	9606.ENSP00000384018
Q9UQ53	9606.ENSP00000338487
Q14738	9606.ENSP00000417963
Q9UP95	9606.ENSP00000395983
Q15742	9606.ENSP00000300131
O43681	9606.ENSP00000466379
Q15058	9606.ENSP00000356319
Q9UBQ0	9606.ENSP00000480853
Q9NX40	9606.ENSP00000370882
P53675	9606.ENSP00000441158
Q6P1R4	9606.ENSP00000346280
Q9NZH0	9606.ENSP00000300571
Q9H1J7	9606.ENSP00000380379
Q8N392	9606.ENSP00000357131
Q13214	9606.ENSP00000484146
P51003	9606.ENSP00000216277
O60234	9606.ENSP00000472249
O15397	9606.ENSP00000256079
Q9Y3B2	9606.ENSP00000359939
Q9H7C9	9606.ENSP00000431808
O43670	9606.ENSP00000378165
P62328	9606.ENSP00000370010
P63313	9606.ENSP00000233143
Q9UM00	9606.ENSP00000480514
Q9UMZ2	9606.ENSP00000483453
Q15528	9606.ENSP00000482438
Q9Y673	9606.ENSP00000239891
Q08AG7	9606.ENSP00000367049
P60983	9606.ENSP00000350757
Q6VMQ6	9606.ENSP00000440440
P51956	9606.ENSP00000484443
Q8N2K0	9606.ENSP00000365725
Q9BX66	9606.ENSP00000360293
Q9UJF2	9606.ENSP00000356621
Q9Y6I9	9606.ENSP00000396628
P61619	9606.ENSP00000243253
P05062	9606.ENSP00000363988
P43007	9606.ENSP00000234256
Q9NP74	9606.ENSP00000263174
Q8WVV9	9606.ENSP00000390625
Q969M7	9606.ENSP00000478474
P13196	9606.ENSP00000378416
Q9Y2S2	9606.ENSP00000298248
Q53FA7	9606.ENSP00000238721
P05067	9606.ENSP00000284981
P04350	9606.ENSP00000264071
P02671	9606.ENSP00000306361
Q9ULE4	9606.ENSP00000265018
Q99996	9606.ENSP00000348573
P17540	9606.ENSP00000404203
P31150	9606.ENSP00000394071
Q8IZ73	9606.ENSP00000323288
Q6UX41	9606.ENSP00000342197
Q15165	9606.ENSP00000222572
P04183	9606.ENSP00000301634
Q9UKG1	9606.ENSP00000288266
Q7L592	9606.ENSP00000002125
Q9Y2G5	9606.ENSP00000339613
P35610	9606.ENSP00000356591
Q9Y4Z0	9606.ENSP00000469468
Q6IN85	9606.ENSP00000450864
Q96BN2	9606.ENSP00000356848
Q8WZA2	9606.ENSP00000380271
Q69YN2	9606.ENSP00000326411
O60879	9606.ENSP00000321348
Q9Y3D3	9606.ENSP00000362036
Q9NWU5	9606.ENSP00000431040
P40199	9606.ENSP00000199764
Q86WR0	9606.ENSP00000348933
Q7L775	9606.ENSP00000406027
Q9Y679	9606.ENSP00000366748
Q9BWT6	9606.ENSP00000240488
P35680	9606.ENSP00000480291
Q8N2G4	9606.ENSP00000380605
O43347	9606.ENSP00000257552
O75380	9606.ENSP00000274137
Q96HR3	9606.ENSP00000297347
Q8WVT3	9606.ENSP00000324318
Q13443	9606.ENSP00000419446
Q6NSJ5	9606.ENSP00000479953
P56556	9606.ENSP00000418842
Q8N9N5	9606.ENSP00000376902
Q96D42	9606.ENSP00000344844
Q05639	9606.ENSP00000217182
Q06033	9606.ENSP00000415769
O60942	9606.ENSP00000358497
Q9Y6C9	9606.ENSP00000303222
Q9UHG0	9606.ENSP00000367715
Q08431	9606.ENSP00000268150
Q9BZM5	9606.ENSP00000356320
Q8NFI3	9606.ENSP00000462333
Q9ULX3	9606.ENSP00000268802
P61962	9606.ENSP00000483236
Q06481	9606.ENSP00000263574
O43920	9606.ENSP00000362060
O14786	9606.ENSP00000265371
P16455	9606.ENSP00000302111
Q5T9A4	9606.ENSP00000311766
Q7Z7F7	9606.ENSP00000403614
Q86VY4	9606.ENSP00000322802
Q8WUW1	9606.ENSP00000432472
P26992	9606.ENSP00000368265
P98155	9606.ENSP00000371532
O95168	9606.ENSP00000184266
Q96PU8	9606.ENSP00000355094
Q16625	9606.ENSP00000347379
Q9BW61	9606.ENSP00000352928
P33981	9606.ENSP00000358813
P50148	9606.ENSP00000286548
Q5HYK3	9606.ENSP00000288532
Q9BTV4	9606.ENSP00000303992
Q969X5	9606.ENSP00000377374
Q8TF42	9606.ENSP00000284273
P61960	9606.ENSP00000368970
O95685	9606.ENSP00000360035
Q86WA6	9606.ENSP00000369739
P14136	9606.ENSP00000468500
P51636	9606.ENSP00000222693
Q9Y4P1	9606.ENSP00000384259
Q9BZL4	9606.ENSP00000263433
Q9Y5S9	9606.ENSP00000463058
P20138	9606.ENSP00000262262
P61812	9606.ENSP00000355896
O96009	9606.ENSP00000253719
Q9UBX3	9606.ENSP00000461324
Q96EM0	9606.ENSP00000247194
Q86TN4	9606.ENSP00000378050
Q12926	9606.ENSP00000380479
P46952	9606.ENSP00000294973
Q9NS93	9606.ENSP00000342322
Q5VZE5	9606.ENSP00000354972
Q96H20	9606.ENSP00000421380
Q9Y5J9	9606.ENSP00000438455
P15313	9606.ENSP00000234396
Q9UBH6	9606.ENSP00000356562
Q5W0B1	9606.ENSP00000282003
O75054	9606.ENSP00000358495
P32754	9606.ENSP00000289004
Q99496	9606.ENSP00000356480
O15446	9606.ENSP00000465099
Q96GY0	9606.ENSP00000263849
Q9H2C0	9606.ENSP00000476795
Q9Y3B3	9606.ENSP00000405926
P15259	9606.ENSP00000297283
Q9Y3D2	9606.ENSP00000365693
Q06587	9606.ENSP00000363787
P29474	9606.ENSP00000297494
Q7Z3U7	9606.ENSP00000377250
Q9NPB8	9606.ENSP00000368305
Q9H446	9606.ENSP00000420357
Q8NBQ5	9606.ENSP00000351035
Q9UBP0	9606.ENSP00000480893
Q9H6R0	9606.ENSP00000225296
O00165	9606.ENSP00000329002
P33908	9606.ENSP00000357453
P56470	9606.ENSP00000302100
Q9Y2T2	9606.ENSP00000347408
P58557	9606.ENSP00000329614
P13747	9606.ENSP00000365817
O95352	9606.ENSP00000346437
O60462	9606.ENSP00000353582
Q9NPE3	9606.ENSP00000332198
P06340	9606.ENSP00000229829
Q9Y3I1	9606.ENSP00000266087
Q9BYJ9	9606.ENSP00000359364
Q86TP1	9606.ENSP00000271620
Q5JTJ3	9606.ENSP00000355572
Q9NX04	9606.ENSP00000350704
Q9BTL3	9606.ENSP00000307181
P49335	9606.ENSP00000362296
Q9Y3E2	9606.ENSP00000358149
A6NHL2	9606.ENSP00000369784
O94766	9606.ENSP00000265471
Q4G0F5	9606.ENSP00000281187
Q9H6U6	9606.ENSP00000375067
P00973	9606.ENSP00000388001
Q9HD33	9606.ENSP00000417602
Q6P4E1	9606.ENSP00000299957
Q15005	9606.ENSP00000263672
Q96QR8	9606.ENSP00000379051
Q00577	9606.ENSP00000332706
P10646	9606.ENSP00000233156
P43355	9606.ENSP00000349085
P0DJI8	9606.ENSP00000384906
Q9NRP2	9606.ENSP00000219400
Q15388	9606.ENSP00000355566
Q96RL7	9606.ENSP00000353422
Q9Y5N5	9606.ENSP00000303584
Q2NKX8	9606.ENSP00000334675
Q8NC42	9606.ENSP00000295317
Q5T1C6	9606.ENSP00000357804
Q9H1E5	9606.ENSP00000246024
P55212	9606.ENSP00000265164
Q9NZN4	9606.ENSP00000263277
P62495	9606.ENSP00000353741
Q8IXQ6	9606.ENSP00000353512
Q8NDT2	9606.ENSP00000454545
Q76FK4	9606.ENSP00000441140
Q9H3M7	9606.ENSP00000462521
P15291	9606.ENSP00000369055
Q00325	9606.ENSP00000228318
Q9BSV6	9606.ENSP00000397402
Q9UJK0	9606.ENSP00000007390
P49247	9606.ENSP00000283646
P83876	9606.ENSP00000269601
P78356	9606.ENSP00000482548
Q14191	9606.ENSP00000298139
Q8TB22	9606.ENSP00000006658
P23219	9606.ENSP00000354612
Q96E22	9606.ENSP00000357480
Q9UIC8	9606.ENSP00000382021
Q9NX01	9606.ENSP00000268483
P30154	9606.ENSP00000311344
Q96J42	9606.ENSP00000351157
O43598	9606.ENSP00000230431
P30613	9606.ENSP00000339933
Q6DKI1	9606.ENSP00000418221
Q9Y237	9606.ENSP00000362773
Q7L3T8	9606.ENSP00000360327
Q96EK6	9606.ENSP00000216410
Q9UL25	9606.ENSP00000261263
P49789	9606.ENSP00000417480
Q15041	9606.ENSP00000306788
Q56VL3	9606.ENSP00000423014
O43303	9606.ENSP00000370803
Q9Y294	9606.ENSP00000229595
Q14197	9606.ENSP00000301585
Q9H6S0	9606.ENSP00000161863
Q5JVS0	9606.ENSP00000364398
O15379	9606.ENSP00000302967
Q13636	9606.ENSP00000461945
P20036	9606.ENSP00000393566
Q9BQC6	9606.ENSP00000310726
Q86T24	9606.ENSP00000314153
Q9Y2E5	9606.ENSP00000285599
Q7Z6G8	9606.ENSP00000449629
Q8NBM8	9606.ENSP00000274569
Q8WTS6	9606.ENSP00000274031
Q7Z6K3	9606.ENSP00000344299
O60220	9606.ENSP00000361993
P53794	9606.ENSP00000370543
Q6J272	9606.ENSP00000344729
Q15633	9606.ENSP00000266987
Q16772	9606.ENSP00000211122
Q9NYC9	9606.ENSP00000262442
P40305	9606.ENSP00000483430
P53680	9606.ENSP00000263270
Q8WZ82	9606.ENSP00000461388
Q9H9A5	9606.ENSP00000399862
Q6VY07	9606.ENSP00000316454
Q9UMS0	9606.ENSP00000387219
Q96H55	9606.ENSP00000479518
A3KN83	9606.ENSP00000387361
P62253	9606.ENSP00000380178
P43366	9606.ENSP00000368264
Q9UPR3	9606.ENSP00000355261
Q16706	9606.ENSP00000261483
C9JLW8	9606.ENSP00000461433
P00742	9606.ENSP00000364709
P17612	9606.ENSP00000309591
Q96DE5	9606.ENSP00000477760
Q9UMX0	9606.ENSP00000365576
Q9UHD9	9606.ENSP00000345195
Q9BV23	9606.ENSP00000420315
Q5J8M3	9606.ENSP00000267750
Q9Y3V2	9606.ENSP00000359221
O75865	9606.ENSP00000006275
Q9HB90	9606.ENSP00000362092
Q9Y2R0	9606.ENSP00000354762
P11277	9606.ENSP00000451752
P40818	9606.ENSP00000379721
Q9ULD0	9606.ENSP00000363216
Q8N5M1	9606.ENSP00000417190
Q9H4L5	9606.ENSP00000315410
O60281	9606.ENSP00000358590
Q2M389	9606.ENSP00000484713
P55058	9606.ENSP00000417138
Q8N1B4	9606.ENSP00000409952
Q16537	9606.ENSP00000337641
Q92930	9606.ENSP00000312734
Q3YBM2	9606.ENSP00000410269
Q9Y6R1	9606.ENSP00000393557
Q2Y0W8	9606.ENSP00000405812
Q96KP1	9606.ENSP00000230449
P02771	9606.ENSP00000379138
Q9Y2J8	9606.ENSP00000364635
Q9NQV6	9606.ENSP00000351686
Q9UBP9	9606.ENSP00000386289
Q9UI32	9606.ENSP00000310447
Q9Y251	9606.ENSP00000384262
Q86W56	9606.ENSP00000384408
Q9HC73	9606.ENSP00000383641
Q6ZUT9	9606.ENSP00000373734
P11166	9606.ENSP00000416293
Q14790	9606.ENSP00000351273
P48382	9606.ENSP00000290524
Q9H900	9606.ENSP00000311429
P22105	9606.ENSP00000407685
Q9BVT8	9606.ENSP00000376565
Q9ZKS5	85963.jhp_0860
Q9H4H8	9606.ENSP00000481110
Q16647	9606.ENSP00000244043
P62140	9606.ENSP00000378769
P17936	9606.ENSP00000370473
Q02083	9606.ENSP00000286733
P20933	9606.ENSP00000264595
O14618	9606.ENSP00000436318
Q9UQR1	9606.ENSP00000353863
P14222	9606.ENSP00000398568
P43146	9606.ENSP00000389140
O94923	9606.ENSP00000261858
Q9HA72	9606.ENSP00000260743
O94822	9606.ENSP00000478783
Q8N5W9	9606.ENSP00000331915
P02008	9606.ENSP00000252951
Q9UGT4	9606.ENSP00000351075
B1AK53	9606.ENSP00000367059
Q460N5	9606.ENSP00000418194
P20338	9606.ENSP00000355651
Q8IV63	9606.ENSP00000469880
Q9H492	9606.ENSP00000363970
Q8N6T7	9606.ENSP00000337332
Q9UIU6	9606.ENSP00000216513
Q9Y283	9606.ENSP00000262457
O76074	9606.ENSP00000347046
Q14161	9606.ENSP00000347464
P51884	9606.ENSP00000266718
P04424	9606.ENSP00000307188
Q7Z4H3	9606.ENSP00000381220
Q8TD26	9606.ENSP00000362330
Q5JS37	9606.ENSP00000368920
Q6P5R6	9606.ENSP00000346080
Q8TCA0	9606.ENSP00000348043
O75815	9606.ENSP00000359264
Q9BVC3	9606.ENSP00000322180
Q96CG3	9606.ENSP00000354911
Q12986	9606.ENSP00000368856
Q9UI09	9606.ENSP00000330737
Q16790	9606.ENSP00000367608
Q03426	9606.ENSP00000443551
Q9UQ16	9606.ENSP00000356705
Q68D85	9606.ENSP00000341637
P37173	9606.ENSP00000351905
Q15648	9606.ENSP00000300651
O60613	9606.ENSP00000328729
Q8IXH7	9606.ENSP00000473290
P15529	9606.ENSP00000313875
Q8N9N2	9606.ENSP00000339404
Q96QH2	9606.ENSP00000408342
P15309	9606.ENSP00000323036
P62070	9606.ENSP00000256196
P13686	9606.ENSP00000468767
O95630	9606.ENSP00000377633
Q13572	9606.ENSP00000267615
Q96LR9	9606.ENSP00000324277
O15047	9606.ENSP00000262519
Q15751	9606.ENSP00000390158
Q8NFZ8	9606.ENSP00000222374
Q14667	9606.ENSP00000436773
Q96BZ4	9606.ENSP00000376372
O43566	9606.ENSP00000386229
Q9H2K8	9606.ENSP00000376317
Q9C0D5	9606.ENSP00000263635
P16234	9606.ENSP00000257290
O75506	9606.ENSP00000392896
Q6V0I7	9606.ENSP00000377862
Q96SK2	9606.ENSP00000380747
Q9Y478	9606.ENSP00000229328
Q92563	9606.ENSP00000362201
Q9Y448	9606.ENSP00000249776
Q96AB3	9606.ENSP00000085068
Q6GTX8	9606.ENSP00000375622
Q9Y4D7	9606.ENSP00000317128
Q9Y221	9606.ENSP00000254940
Q8IUZ5	9606.ENSP00000310978
P48645	9606.ENSP00000264218
P27986	9606.ENSP00000428056
Q8IWT0	9606.ENSP00000417677
Q9NS37	9606.ENSP00000433459
P17813	9606.ENSP00000362299
Q9H871	9606.ENSP00000283632
Q9NRY6	9606.ENSP00000438547
Q9GZY6	9606.ENSP00000420494
Q86U28	9606.ENSP00000452007
P20941	9606.ENSP00000375855
Q96C34	9606.ENSP00000354622
P11908	9606.ENSP00000381504
Q8IZF2	9606.ENSP00000283296
Q9H553	9606.ENSP00000417764
Q8IUH3	9606.ENSP00000286070
P23443	9606.ENSP00000225577
Q9P253	9606.ENSP00000220509
Q7LG56	9606.ENSP00000251810
Q5VYY1	9606.ENSP00000360998
O95149	9606.ENSP00000454852
Q13129	9606.ENSP00000361857
Q96JB6	9606.ENSP00000260702
P29475	9606.ENSP00000477999
O75578	9606.ENSP00000358310
P60604	9606.ENSP00000338348
Q13557	9606.ENSP00000339740
Q6NT76	9606.ENSP00000380516
Q8NHV9	9606.ENSP00000217999
P45985	9606.ENSP00000410402
Q969X0	9606.ENSP00000280571
Q9H269	9606.ENSP00000369810
Q16719	9606.ENSP00000264170
Q9Y2R9	9606.ENSP00000245539
Q15007	9606.ENSP00000351141
P20827	9606.ENSP00000357392
Q9BRJ2	9606.ENSP00000484903
Q12768	9606.ENSP00000318016
Q8IXM6	9606.ENSP00000259953
Q9Y5Y6	9606.ENSP00000278742
Q08117	9606.ENSP00000221561
Q96J02	9606.ENSP00000480499
P51161	9606.ENSP00000377549
P05162	9606.ENSP00000215886
Q10469	9606.ENSP00000307423
Q92508	9606.ENSP00000301015
A4D1E9	9606.ENSP00000222511
Q9NZN3	9606.ENSP00000327116
Q16623	9606.ENSP00000222812
Q99757	9606.ENSP00000216185
P07992	9606.ENSP00000013807
Q13201	9606.ENSP00000378431
Q9P013	9606.ENSP00000475615
Q15650	9606.ENSP00000261884
O15533	9606.ENSP00000404833
O60518	9606.ENSP00000259569
Q9GZU8	9606.ENSP00000335808
O75629	9606.ENSP00000359540
O15014	9606.ENSP00000316527
P49641	9606.ENSP00000452948
P56279	9606.ENSP00000385036
P01033	9606.ENSP00000218388
Q13509	9606.ENSP00000320295
O75487	9606.ENSP00000359864
P09234	9606.ENSP00000244520
Q9HAH7	9606.ENSP00000348489
Q13555	9606.ENSP00000319060
P62256	9606.ENSP00000347836
Q9NZ63	9606.ENSP00000361524
O00526	9606.ENSP00000264031
Q5T9L3	9606.ENSP00000346829
Q68CQ7	9606.ENSP00000266014
Q6PD74	9606.ENSP00000261880
O60547	9606.ENSP00000370194
P48594	9606.ENSP00000343445
O00483	9606.ENSP00000339720
Q9NR19	9606.ENSP00000253382
P60468	9606.ENSP00000223641
P12273	9606.ENSP00000291009
Q8N474	9606.ENSP00000220772
Q13568	9606.ENSP00000349770
Q6BAA4	9606.ENSP00000356925
Q12893	9606.ENSP00000266025
Q5TF21	9606.ENSP00000434570
Q02548	9606.ENSP00000350844
O95243	9606.ENSP00000249910
Q5T5C0	9606.ENSP00000321826
Q6UWM9	9606.ENSP00000251566
Q9BZX2	9606.ENSP00000356853
Q9P0U1	9606.ENSP00000351214
Q9Y2T7	9606.ENSP00000007699
Q14596	9606.ENSP00000411250
Q15464	9606.ENSP00000366936
P17252	9606.ENSP00000408695
O75503	9606.ENSP00000366673
Q03468	9606.ENSP00000348089
O75147	9606.ENSP00000385636
Q13823	9606.ENSP00000362153
O75473	9606.ENSP00000266674
Q9Y5S2	9606.ENSP00000355237
P62820	9606.ENSP00000387286
Q9H0U4	9606.ENSP00000310226
Q53GQ0	9606.ENSP00000278353
Q9H1H9	9606.ENSP00000259711
Q0VF96	9606.ENSP00000281282
Q9UQ90	9606.ENSP00000268704
Q7Z7A4	9606.ENSP00000348472
Q6NZY7	9606.ENSP00000301200
O15438	9606.ENSP00000285238
P46976	9606.ENSP00000340736
Q99952	9606.ENSP00000175756
P49674	9606.ENSP00000380044
Q04912	9606.ENSP00000296474
Q9NPJ3	9606.ENSP00000230048
Q8NBJ9	9606.ENSP00000314023
Q9UNK0	9606.ENSP00000305255
P26885	9606.ENSP00000378046
Q92844	9606.ENSP00000376505
P48730	9606.ENSP00000324464
P20339	9606.ENSP00000273047
P61020	9606.ENSP00000353444
P40424	9606.ENSP00000405890
Q9BYN0	9606.ENSP00000371388
Q96A73	9606.ENSP00000298569
P53384	9606.ENSP00000283027
Q86TS9	9606.ENSP00000347277
Q16186	9606.ENSP00000478877
Q96RJ3	9606.ENSP00000291232
Q69YW2	9606.ENSP00000355752
Q8TDD2	9606.ENSP00000443827
A6NFI3	9606.ENSP00000477706
Q8IVS8	9606.ENSP00000389175
Q9UI12	9606.ENSP00000352522
O75817	9606.ENSP00000304353
Q9HAS0	9606.ENSP00000464275
Q658N2	9606.ENSP00000460825
Q13332	9606.ENSP00000349932
Q9UMF0	9606.ENSP00000221980
Q96Q06	9606.ENSP00000301286
P78380	9606.ENSP00000309124
O15084	9606.ENSP00000382379
Q9H165	9606.ENSP00000338774
Q99685	9606.ENSP00000265052
Q9BQL6	9606.ENSP00000217289
Q92989	9606.ENSP00000434995
Q8NHG8	9606.ENSP00000323879
P35354	9606.ENSP00000356438
Q14689	9606.ENSP00000392066
Q9NS69	9606.ENSP00000216034
Q96CG8	9606.ENSP00000330523
Q92733	9606.ENSP00000271526
Q96JC9	9606.ENSP00000380054
O43674	9606.ENSP00000259037
P62310	9606.ENSP00000302160
Q96MC4	9606.ENSP00000312767
Q6UW56	9606.ENSP00000484228
Q8TD43	9606.ENSP00000252826
Q9Y530	9606.ENSP00000420484
Q8TBY9	9606.ENSP00000288912
Q9Y6K8	9606.ENSP00000346577
P62304	9606.ENSP00000400591
Q9P035	9606.ENSP00000261875
Q7Z7N9	9606.ENSP00000333697
P05997	9606.ENSP00000364000
Q96PX9	9606.ENSP00000283426
Q8WW01	9606.ENSP00000355299
P42773	9606.ENSP00000262662
Q5T0N1	9606.ENSP00000310829
Q5T013	9606.ENSP00000361502
P15812	9606.ENSP00000357149
Q01459	9606.ENSP00000359664
O00399	9606.ENSP00000221114
O60936	9606.ENSP00000457243
Q12899	9606.ENSP00000410446
P36402	9606.ENSP00000340347
Q9HBL7	9606.ENSP00000223864
Q99674	9606.ENSP00000385452
Q96H79	9606.ENSP00000275766
Q9BXS6	9606.ENSP00000453403
Q9UPZ6	9606.ENSP00000406482
Q14432	9606.ENSP00000351957
Q496F6	9606.ENSP00000376395
O75306	9606.ENSP00000356972
P06734	9606.ENSP00000264072
O60507	9606.ENSP00000302413
P52926	9606.ENSP00000437621
Q9Y385	9606.ENSP00000451261
Q8IVH2	9606.ENSP00000362151
P08254	9606.ENSP00000299855
Q15532	9606.ENSP00000414516
P20823	9606.ENSP00000257555
O95876	9606.ENSP00000272321
Q9BV40	9606.ENSP00000263864
O15116	9606.ENSP00000310596
O43248	9606.ENSP00000446680
P30039	9606.ENSP00000351619
Q8IYM9	9606.ENSP00000369299
Q6F5E8	9606.ENSP00000334958
P07476	9606.ENSP00000357753
P62487	9606.ENSP00000301788
Q9HCU9	9606.ENSP00000396052
Q9Y666	9606.ENSP00000264930
